"","genename","ensembleID","entrezgene_id"
"TRIO","TRIO","ENSG00000038382",7204
"VCAN","VCAN","ENSG00000038427",1462
"CLEC16A","CLEC16A","ENSG00000038532",23274
"MSR1","MSR1","ENSG00000038945",4481
"CDH1","CDH1","ENSG00000039068",999
"SKIV2L2","SKIV2L2","ENSG00000039123",23517
"DNAH5","DNAH5","ENSG00000039139",1767
"ZFYVE16","ZFYVE16","ENSG00000039319",9765
"FAM65A","FAM65A","ENSG00000039523",79567
"C6","C6","ENSG00000039537",729
"RAI14","RAI14","ENSG00000039560",26064
"SOX30","SOX30","ENSG00000039600",11063
"PNKP","PNKP","ENSG00000039650",11284
"BEST2","BEST2","ENSG00000039987",54831
"PHLPP2","PHLPP2","ENSG00000040199",23035
"SPDL1","SPDL1","ENSG00000040275",54908
"STAU2","STAU2","ENSG00000040341",27067
"PQLC2","PQLC2","ENSG00000040487",54896
"CTNS","CTNS","ENSG00000040531",1497
"RTN4R","RTN4R","ENSG00000040608",65078
"PHF23","PHF23","ENSG00000040633",79142
"CDH10","CDH10","ENSG00000040731",1008
"INPP4A","INPP4A","ENSG00000040933",3631
"RAB27B","RAB27B","ENSG00000041353",5874
"PSMA4","PSMA4","ENSG00000041357",5685
"MYO16","MYO16","ENSG00000041515",23026
"LSG1","LSG1","ENSG00000041802",55341
"PARP3","PARP3","ENSG00000041880",10039
"TNC","TNC","ENSG00000041982",3371
"THAP3","THAP3","ENSG00000041988",90326
"FAM65C","FAM65C","ENSG00000042062",140876
"TDP1","TDP1","ENSG00000042088",55775
"AIFM2","AIFM2","ENSG00000042286",84883
"C2orf83","C2orf83","ENSG00000042304",56918
"SPATA7","SPATA7","ENSG00000042317",55812
"MED17","MED17","ENSG00000042429",9440
"RETSAT","RETSAT","ENSG00000042445",54884
"CAPG","CAPG","ENSG00000042493",822
"AP2S1","AP2S1","ENSG00000042753",1175
"USH2A","USH2A","ENSG00000042781",7399
"ZPBP","ZPBP","ENSG00000042813",11055
"TG","TG","ENSG00000042832",7038
"ADAM28","ADAM28","ENSG00000042980",10863
"BARX2","BARX2","ENSG00000043039",8538
"DCUN1D1","DCUN1D1","ENSG00000043093",54165
"JADE2","JADE2","ENSG00000043143",23338
"ZIC2","ZIC2","ENSG00000043355",7546
"LCP2","LCP2","ENSG00000043462",3937
"TRIT1","TRIT1","ENSG00000043514",54802
"ADRB1","ADRB1","ENSG00000043591",153
"GUCA2B","GUCA2B","ENSG00000044012",2981
"CUL7","CUL7","ENSG00000044090",9820
"CTNNA1","CTNNA1","ENSG00000044115",1495
"PHKA2","PHKA2","ENSG00000044446",5256
"CNTLN","CNTLN","ENSG00000044459",54875
"EPHA3","EPHA3","ENSG00000044524",2042
"HSPA5","HSPA5","ENSG00000044574",3309
"DSG2","DSG2","ENSG00000046604",1829
"GEMIN8","GEMIN8","ENSG00000046647",54960
"OFD1","OFD1","ENSG00000046651",8481
"GPM6B","GPM6B","ENSG00000046653",2824
"MAGEC2","MAGEC2","ENSG00000046774",51438
"PREX2","PREX2","ENSG00000046889",80243
"WDR37","WDR37","ENSG00000047056",22884
"YTHDC2","YTHDC2","ENSG00000047188",64848
"CTPS2","CTPS2","ENSG00000047230",56474
"ATP6V1H","ATP6V1H","ENSG00000047249",51606
"POLR2B","POLR2B","ENSG00000047315",5431
"FAM214A","FAM214A","ENSG00000047346",56204
"ARAP2","ARAP2","ENSG00000047365",116984
"TPR","TPR","ENSG00000047410",7175
"CP","CP","ENSG00000047457",1356
"KIAA0556","KIAA0556","ENSG00000047578",23247
"DTNBP1","DTNBP1","ENSG00000047579",84062
"XK","XK","ENSG00000047597",7504
"ANO2","ANO2","ENSG00000047617",57101
"C12orf4","C12orf4","ENSG00000047621",57102
"SCML1","SCML1","ENSG00000047634",6322
"WWC3","WWC3","ENSG00000047644",55841
"ARHGAP6","ARHGAP6","ENSG00000047648",395
"FAM184B","FAM184B","ENSG00000047662",27146
"MAP4","MAP4","ENSG00000047849",4134
"GOPC","GOPC","ENSG00000047932",57120
"ROS1","ROS1","ENSG00000047936",6098
"USP28","USP28","ENSG00000048028",57646
"HDAC9","HDAC9","ENSG00000048052",9734
"TSPAN17","TSPAN17","ENSG00000048140",26262
"NOP16","NOP16","ENSG00000048162",51491
"CC2D2A","CC2D2A","ENSG00000048342",57545
"RRM2B","RRM2B","ENSG00000048392",50484
"ZNF800","ZNF800","ENSG00000048405",168850
"TNFRSF17","TNFRSF17","ENSG00000048462",608
"SNX29","SNX29","ENSG00000048471",92017
"LMO3","LMO3","ENSG00000048540",55885
"MRPS10","MRPS10","ENSG00000048544",55173
"GUCA1A","GUCA1A","ENSG00000048545",2978
"RSF1","RSF1","ENSG00000048649",51773
"VPS13D","VPS13D","ENSG00000048707",55187
"CELF2","CELF2","ENSG00000048740",10659
"FAM120A","FAM120A","ENSG00000048828",23196
"R3HDM1","R3HDM1","ENSG00000048991",23518
"COL9A2","COL9A2","ENSG00000049089",1298
"KITLG","KITLG","ENSG00000049130",4254
"ERCC8","ERCC8","ENSG00000049167",1161
"ADAMTS6","ADAMTS6","ENSG00000049192",11174
"H6PD","H6PD","ENSG00000049239",9563
"VAMP3","VAMP3","ENSG00000049245",9341
"PER3","PER3","ENSG00000049246",8863
"UTS2","UTS2","ENSG00000049247",10911
"TNFRSF9","TNFRSF9","ENSG00000049249",3604
"EPN3","EPN3","ENSG00000049283",55040
"ENSG00000049319","ENSG00000049319","ENSG00000049319",NA
"LTBP1","LTBP1","ENSG00000049323",4052
"RCN1","RCN1","ENSG00000049449",5954
"ELN","ELN","ENSG00000049540",2006
"RFC2","RFC2","ENSG00000049541",5982
"ARID1B","ARID1B","ENSG00000049618",57492
"CLPTM1L","CLPTM1L","ENSG00000049656",81037
"NEDD4L","NEDD4L","ENSG00000049759",23327
"FOXP3","FOXP3","ENSG00000049768",50943
"PPP1R3F","PPP1R3F","ENSG00000049769",89801
"HEXB","HEXB","ENSG00000049860",3074
"PTCD2","PTCD2","ENSG00000049883",79810
"KIAA2022","KIAA2022","ENSG00000050030",340533
"JKAMP","JKAMP","ENSG00000050130",51528
"DKK3","DKK3","ENSG00000050165",27122
"ARHGEF5","ARHGEF5","ENSG00000050327",7984
"NFE2L3","NFE2L3","ENSG00000050344",9603
"MCUR1","MCUR1","ENSG00000050393",63933
"LIMA1","LIMA1","ENSG00000050405",51474
"LETMD1","LETMD1","ENSG00000050426",25875
"SLC4A8","SLC4A8","ENSG00000050438",9498
"LAMC3","LAMC3","ENSG00000050555",10319
"PTGER3","PTGER3","ENSG00000050628",5733
"TNIP3","TNIP3","ENSG00000050730",79931
"MAPK9","MAPK9","ENSG00000050748",5601
"COL23A1","COL23A1","ENSG00000050767",91522
"BCAR1","BCAR1","ENSG00000050820",9564
"FAM160A2","FAM160A2","ENSG00000051009",84067
"HERPUD1","HERPUD1","ENSG00000051108",9709
"HOMER3","HOMER3","ENSG00000051128",9454
"RAD51","RAD51","ENSG00000051180",5888
"POLQ","POLQ","ENSG00000051341",10721
"PIK3CB","PIK3CB","ENSG00000051382",5291
"CYBA","CYBA","ENSG00000051523",1535
"THOC3","THOC3","ENSG00000051596",84321
"HEBP2","HEBP2","ENSG00000051620",23593
"MPHOSPH9","MPHOSPH9","ENSG00000051825",10198
"PLEKHA5","PLEKHA5","ENSG00000052126",54477
"PRSS8","PRSS8","ENSG00000052344",5652
"SIKE1","SIKE1","ENSG00000052723",80143
"RRP12","RRP12","ENSG00000052749",23223
"FNIP2","FNIP2","ENSG00000052795",57600
"MSMO1","MSMO1","ENSG00000052802",6307
"TTC17","TTC17","ENSG00000052841",55761
"ALX4","ALX4","ENSG00000052850",60529
"FSTL4","FSTL4","ENSG00000053108",23105
"FOXN3","FOXN3","ENSG00000053254",1112
"METTL24","METTL24","ENSG00000053328",728464
"AKR7A2","AKR7A2","ENSG00000053371",8574
"MRTO4","MRTO4","ENSG00000053372",51154
"NNAT","NNAT","ENSG00000053438",4826
"USE1","USE1","ENSG00000053501",55850
"MCF2L2","MCF2L2","ENSG00000053524",23101
"NRIP2","NRIP2","ENSG00000053702",83714
"LAMA3","LAMA3","ENSG00000053747",3909
"AP5M1","AP5M1","ENSG00000053770",55745
"ANAPC4","ANAPC4","ENSG00000053900",29945
"KCNQ1","KCNQ1","ENSG00000053918",3784
"TRAPPC3","TRAPPC3","ENSG00000054116",27095
"THRAP3","THRAP3","ENSG00000054118",9967
"PHPT1","PHPT1","ENSG00000054148",29085
"ENTPD2","ENTPD2","ENSG00000054179",954
"LY75","LY75","ENSG00000054219",4065
"ARID4B","ARID4B","ENSG00000054267",51742
"OPN3","OPN3","ENSG00000054277",23596
"SDCCAG8","SDCCAG8","ENSG00000054282",10806
"PTPRN","PTPRN","ENSG00000054356",5798
"HHAT","HHAT","ENSG00000054392",55733
"KIF1B","KIF1B","ENSG00000054523",23095
"FOXC1","FOXC1","ENSG00000054598",2296
"TBC1D22A","TBC1D22A","ENSG00000054611",25771
"SYNE2","SYNE2","ENSG00000054654",23224
"PLEKHH1","PLEKHH1","ENSG00000054690",57475
"ATP9A","ATP9A","ENSG00000054793",10079
"SPO11","SPO11","ENSG00000054796",23626
"CBLN4","CBLN4","ENSG00000054803",140689
"CHRDL2","CHRDL2","ENSG00000054938",25884
"FAM168A","FAM168A","ENSG00000054965",23201
"RELT","RELT","ENSG00000054967",84957
"GALC","GALC","ENSG00000054983",2581
"NOP58","NOP58","ENSG00000055044",51602
"SZRD1","SZRD1","ENSG00000055070",26099
"KCNH2","KCNH2","ENSG00000055118",3757
"CUL1","CUL1","ENSG00000055130",8454
"FAM114A2","FAM114A2","ENSG00000055147",10827
"CYFIP2","CYFIP2","ENSG00000055163",26999
"TAB2","TAB2","ENSG00000055208",23118
"GINM1","GINM1","ENSG00000055211",116254
"EIF2AK2","EIF2AK2","ENSG00000055332",5610
"USP36","USP36","ENSG00000055483",57602
"KMT2C","KMT2C","ENSG00000055609",58508
"MCOLN3","MCOLN3","ENSG00000055732",55283
"CCDC85A","CCDC85A","ENSG00000055813",114800
"PUM2","PUM2","ENSG00000055917",23369
"MRPL43","MRPL43","ENSG00000055950",84545
"ITIH4","ITIH4","ENSG00000055955",3700
"ITIH1","ITIH1","ENSG00000055957",3697
"HPF1","HPF1","ENSG00000056050",54969
"ZFR","ZFR","ENSG00000056097",51663
"ZNF280C","ZNF280C","ENSG00000056277",55609
"NPFFR2","NPFFR2","ENSG00000056291",10886
"PHF21B","PHF21B","ENSG00000056487",112885
"TRAF1","TRAF1","ENSG00000056558",7185
"RC3H2","RC3H2","ENSG00000056586",54542
"ENSG00000056661","ENSG00000056661","ENSG00000056661",NA
"KIFC1 (ENSG00000056678)","KIFC1 (ENSG00000056678)","ENSG00000056678",3833
"IL17RB","IL17RB","ENSG00000056736",55540
"TRAF3IP2","TRAF3IP2","ENSG00000056972",10758
"GYG2","GYG2","ENSG00000056998",8908
"DCBLD2","DCBLD2","ENSG00000057019",131566
"SERPINB3","SERPINB3","ENSG00000057149",6317
"SOAT1","SOAT1","ENSG00000057252",6646
"PKP2","PKP2","ENSG00000057294",5318
"MSH4","MSH4","ENSG00000057468",4438
"F7","F7","ENSG00000057593",2155
"GDI2","GDI2","ENSG00000057608",2665
"PRDM1","PRDM1","ENSG00000057657",639
"ATG5","ATG5","ENSG00000057663",9474
"TMCC3","TMCC3","ENSG00000057704",57458
"PITHD1","PITHD1","ENSG00000057757",57095
"MTA3","MTA3","ENSG00000057935",57504
"USP13","USP13","ENSG00000058056",8975
"ATP11B","ATP11B","ENSG00000058063",23200
"LAMC2","LAMC2","ENSG00000058085",3918
"CDK14","CDK14","ENSG00000058091",5218
"SEC61A1","SEC61A1","ENSG00000058262",29927
"PPP1R12A","PPP1R12A","ENSG00000058272",4659
"RASGRF1","RASGRF1","ENSG00000058335",5923
"CAMK2B","CAMK2B","ENSG00000058404",816
"CROCC","CROCC","ENSG00000058453",9696
"POLR3E","POLR3E","ENSG00000058600",55718
"ATP2B4","ATP2B4","ENSG00000058668",493
"ZC3H11A","ZC3H11A","ENSG00000058673",9877
"RIOK2","RIOK2","ENSG00000058729",55781
"YIPF1","YIPF1","ENSG00000058799",54432
"NDC1","NDC1","ENSG00000058804",55706
"DGKG","DGKG","ENSG00000058866",1608
"FLYWCH1","FLYWCH1","ENSG00000059122",84256
"UNKL","UNKL","ENSG00000059145",64718
"TBXAS1","TBXAS1","ENSG00000059377",6916
"PARP12","PARP12","ENSG00000059378",64761
"ALDH18A1","ALDH18A1","ENSG00000059573",5832
"TARBP1","TARBP1","ENSG00000059588",6894
"GATB","GATB","ENSG00000059691",5188
"MXD1","MXD1","ENSG00000059728",4084
"CDK17","CDK17","ENSG00000059758",5128
"DNAJC25","DNAJC25","ENSG00000059769",548645
"SLC2A3","SLC2A3","ENSG00000059804",6515
"PSD","PSD","ENSG00000059915",5662
"CTDP1","CTDP1","ENSG00000060069",9150
"YBX3","YBX3","ENSG00000060138",8531
"STYK1","STYK1","ENSG00000060140",55359
"WNK1","WNK1","ENSG00000060237",65125
"RPS17P5","RPS17P5","ENSG00000060303",NA
"CCAR1","CCAR1","ENSG00000060339",55749
"OGFR","OGFR","ENSG00000060491",11054
"GNA15","GNA15","ENSG00000060558",2769
"CREB3L3","CREB3L3","ENSG00000060566",84699
"PIGV","PIGV","ENSG00000060642",55650
"PTPRU","PTPRU","ENSG00000060656",10076
"SNRNP40","SNRNP40","ENSG00000060688",9410
"RIMBP2","RIMBP2","ENSG00000060709",23504
"COL11A1","COL11A1","ENSG00000060718",1301
"QSER1","QSER1","ENSG00000060749",79832
"MPC1","MPC1","ENSG00000060762",51660
"ACAA1","ACAA1","ENSG00000060971",30
"BCAT1","BCAT1","ENSG00000060982",586
"HDAC7","HDAC7","ENSG00000061273",51564
"LZTS1","LZTS1","ENSG00000061337",11178
"PRDM6","PRDM6","ENSG00000061455",93166
"WNT8A","WNT8A","ENSG00000061492",7478
"SPAG4","SPAG4","ENSG00000061656",6676
"NCKAP1","NCKAP1","ENSG00000061676",10787
"MRPS35","MRPS35","ENSG00000061794",60488
"GUCY1B3","GUCY1B3","ENSG00000061918",2983
"SFSWAP","SFSWAP","ENSG00000061936",6433
"TNK2","TNK2","ENSG00000061938",10188
"MON2","MON2","ENSG00000061987",23041
"CDH3","CDH3","ENSG00000062038",1001
"ARSF","ARSF","ENSG00000062096",416
"GPBP1","GPBP1","ENSG00000062194",65056
"DGAT2","DGAT2","ENSG00000062282",84649
"ZNF112","ZNF112","ENSG00000062370",7771
"CS","CS","ENSG00000062485",1431
"LTK","LTK","ENSG00000062524",4058
"MRPS24","MRPS24","ENSG00000062582",64951
"ELMO2","ELMO2","ENSG00000062598",63916
"WAPL","WAPL","ENSG00000062650",23063
"VMP1","VMP1","ENSG00000062716",81671
"APPBP2","APPBP2","ENSG00000062725",10513
"POLD1","POLD1","ENSG00000062822",5424
"SEZ6","SEZ6","ENSG00000063015",124925
"EIF4B","EIF4B","ENSG00000063046",1975
"SLC6A16","SLC6A16","ENSG00000063127",28968
"GLTSCR1","GLTSCR1","ENSG00000063169",29998
"SPHK2","SPHK2","ENSG00000063176",56848
"RPL18","RPL18","ENSG00000063177",6141
"CA11","CA11","ENSG00000063180",770
"ISOC2","ISOC2","ENSG00000063241",79763
"U2AF2","U2AF2","ENSG00000063244",11338
"EPN1","EPN1","ENSG00000063245",29924
"MED29","MED29","ENSG00000063322",55588
"AHRR","AHRR","ENSG00000063438",57491
"GSC2","GSC2","ENSG00000063515",2928
"ZNF275","ZNF275","ENSG00000063587",10838
"MTMR1","MTMR1","ENSG00000063601",8776
"GPC1","GPC1","ENSG00000063660",2817
"ADCK1","ADCK1","ENSG00000063761",57143
"HAGH","HAGH","ENSG00000063854",3029
"RNF4","RNF4","ENSG00000063978",6047
"CASP8","CASP8","ENSG00000064012",841
"LIMCH1","LIMCH1","ENSG00000064042",22998
"ASUN","ASUN","ENSG00000064102",55726
"TM7SF3","TM7SF3","ENSG00000064115",51768
"DLX3","DLX3","ENSG00000064195",1747
"SPA17","SPA17","ENSG00000064199",53340
"TSPAN32","TSPAN32","ENSG00000064201",10077
"WISP2","WISP2","ENSG00000064205",8839
"DMRT3","DMRT3","ENSG00000064218",58524
"ST3GAL6","ST3GAL6","ENSG00000064225",10402
"ATP2C2","ATP2C2","ENSG00000064270",9914
"NGFR","NGFR","ENSG00000064300",4804
"CDON","CDON","ENSG00000064309",50937
"TAF2","TAF2","ENSG00000064313",6873
"HIPK2","HIPK2","ENSG00000064393",28996
"TNPO3","TNPO3","ENSG00000064419",23534
"BORCS8-MEF2B","BORCS8-MEF2B","ENSG00000064489",NA
"RFXANK","RFXANK","ENSG00000064490",8625
"TMEM161A","TMEM161A","ENSG00000064545",54929
"LPAR2","LPAR2","ENSG00000064547",9170
"CTSA","CTSA","ENSG00000064601",5476
"SUGP2","SUGP2","ENSG00000064607",10147
"SLC12A2","SLC12A2","ENSG00000064651",6558
"SNX24","SNX24","ENSG00000064652",28966
"EYA2","EYA2","ENSG00000064655",2139
"CNN2","CNN2","ENSG00000064666",1265
"ABCA7","ABCA7","ENSG00000064687",10347
"SNCAIP","SNCAIP","ENSG00000064692",9627
"DDX20","DDX20","ENSG00000064703",11218
"BTBD1","BTBD1","ENSG00000064726",53339
"FAR2","FAR2","ENSG00000064763",55711
"BCAS1","BCAS1","ENSG00000064787",8537
"POU1F1","POU1F1","ENSG00000064835",5449
"CHI3L2","CHI3L2","ENSG00000064886",1117
"SBNO2","SBNO2","ENSG00000064932",22904
"PMS1","PMS1","ENSG00000064933",5378
"HMG20B","HMG20B","ENSG00000064961",10362
"CALCRL","CALCRL","ENSG00000064989",10203
"TAF11","TAF11","ENSG00000064995",6882
"ANKS1A","ANKS1A","ENSG00000064999",23294
"AP3D1","AP3D1","ENSG00000065000",8943
"ZNF76","ZNF76","ENSG00000065029",7629
"SLC9A3R2","SLC9A3R2","ENSG00000065054",9351
"NTHL1","NTHL1","ENSG00000065057",4913
"UHRF1BP1","UHRF1BP1","ENSG00000065060",54887
"GNAI3","GNAI3","ENSG00000065135",2773
"IPO5","IPO5","ENSG00000065150",3843
"OAT","OAT","ENSG00000065154",4942
"WDR3","WDR3","ENSG00000065183",10885
"PKN2","PKN2","ENSG00000065243",5586
"WDR18","WDR18","ENSG00000065268",57418
"TRAM2","TRAM2","ENSG00000065308",9697
"NTN1","NTN1","ENSG00000065320",9423
"GLP2R","GLP2R","ENSG00000065325",9340
"MCM10","MCM10","ENSG00000065328",55388
"DGKA","DGKA","ENSG00000065357",1606
"ERBB3","ERBB3","ENSG00000065361",2065
"ROPN1","ROPN1","ENSG00000065371",54763
"ANKRD44","ANKRD44","ENSG00000065413",91526
"KARS","KARS","ENSG00000065427",3735
"ADAT1","ADAT1","ENSG00000065457",23536
"PDIA5","PDIA5","ENSG00000065485",10954
"TBC1D22B","TBC1D22B","ENSG00000065491",55633
"NDUFB4","NDUFB4","ENSG00000065518",4710
"SPEN","SPEN","ENSG00000065526",23013
"MYLK","MYLK","ENSG00000065534",4638
"ZC3H15","ZC3H15","ENSG00000065548",55854
"MAP2K4","MAP2K4","ENSG00000065559",6416
"TMEM206","TMEM206","ENSG00000065600",55248
"SNAP91","SNAP91","ENSG00000065609",9892
"SLK","SLK","ENSG00000065613",9748
"CYB5R4","CYB5R4","ENSG00000065615",51167
"COL17A1","COL17A1","ENSG00000065618",1308
"GSTO2","GSTO2","ENSG00000065621",119391
"SEC61A2","SEC61A2","ENSG00000065665",55176
"PRKCQ","PRKCQ","ENSG00000065675",5588
"TLE2","TLE2","ENSG00000065717",7089
"ASB1","ASB1","ENSG00000065802",51665
"FAM107B","FAM107B","ENSG00000065809",83641
"ME1","ME1","ENSG00000065833",4199
"TBC1D1","TBC1D1","ENSG00000065882",23216
"CDK13","CDK13","ENSG00000065883",8621
"MTHFD2","MTHFD2","ENSG00000065911",10797
"SLC9A7","SLC9A7","ENSG00000065923",84679
"FOXJ2","FOXJ2","ENSG00000065970",55810
"YBX1","YBX1","ENSG00000065978",4904
"PDE4A","PDE4A","ENSG00000065989",5141
"PPP2R5A","PPP2R5A","ENSG00000066027",5525
"CTNNA2","CTNNA2","ENSG00000066032",1496
"ELAVL1","ELAVL1","ENSG00000066044",1994
"TIE1","TIE1","ENSG00000066056",7075
"DIP2B","DIP2B","ENSG00000066084",57609
"SMARCD1","SMARCD1","ENSG00000066117",6602
"KDM4A","KDM4A","ENSG00000066135",9682
"NFYC","NFYC","ENSG00000066136",4802
"ZMYND12","ZMYND12","ENSG00000066185",84217
"SLC9A3","SLC9A3","ENSG00000066230",6550
"NGEF","NGEF","ENSG00000066248",25791
"ASPM","ASPM","ENSG00000066279",259266
"CD84","CD84","ENSG00000066294",8832
"ELOVL1","ELOVL1","ENSG00000066322",64834
"SPI1","SPI1","ENSG00000066336",6688
"ZNRD1 (ENSG00000066379)","ZNRD1 (ENSG00000066379)","ENSG00000066379",30834
"MPPED2","MPPED2","ENSG00000066382",744
"CLDN18","CLDN18","ENSG00000066405",51208
"ZBTB11","ZBTB11","ENSG00000066422",27107
"ATXN3","ATXN3","ENSG00000066427",4287
"GOLGA5","GOLGA5","ENSG00000066455",9950
"FGFR2","FGFR2","ENSG00000066468",2263
"LRRC40","LRRC40","ENSG00000066557",55631
"ISOC1","ISOC1","ENSG00000066583",51015
"EML1","EML1","ENSG00000066629",2009
"TRMT11","TRMT11","ENSG00000066651",60487
"THUMPD1","THUMPD1","ENSG00000066654",55623
"MSANTD3","MSANTD3","ENSG00000066697",91283
"KIF26A","KIF26A","ENSG00000066735",26153
"ATG2B","ATG2B","ENSG00000066739",55102
"ARFGEF1","ARFGEF1","ENSG00000066777",10565
"ACSM2B","ACSM2B","ENSG00000066813",348158
"ZFAT","ZFAT","ENSG00000066827",57623
"MTFR1","MTFR1","ENSG00000066855",9650
"STAG3","STAG3","ENSG00000066923",10734
"FECH","FECH","ENSG00000066926",2235
"MYO9A","MYO9A","ENSG00000066933",4649
"DDX3Y","DDX3Y","ENSG00000067048",8653
"PFKP","PFKP","ENSG00000067057",5214
"IDI1","IDI1","ENSG00000067064",3422
"SP100","SP100","ENSG00000067066",6672
"KLF6","KLF6","ENSG00000067082",1316
"PLPP1","PLPP1","ENSG00000067113",8611
"NEO1","NEO1","ENSG00000067141",4756
"TRAM1","TRAM1","ENSG00000067167",23471
"PHKA1","PHKA1","ENSG00000067177",5255
"TNFRSF1A","TNFRSF1A","ENSG00000067182",7132
"CACNB1","CACNB1","ENSG00000067191",782
"EVI5","EVI5","ENSG00000067208",7813
"STOML1","STOML1","ENSG00000067221",9399
"PKM","PKM","ENSG00000067225",5315
"DHX29","DHX29","ENSG00000067248",54505
"DNTTIP2","DNTTIP2","ENSG00000067334",30836
"METTL22","METTL22","ENSG00000067365",79091
"TP53BP1","TP53BP1","ENSG00000067369",7158
"TRO","TRO","ENSG00000067445",7216
"RRP15","RRP15","ENSG00000067533",51018
"RHOA","RHOA","ENSG00000067560",387
"DHX8","DHX8","ENSG00000067596",1659
"PMS2P4","PMS2P4","ENSG00000067601",5382
"PRKCZ","PRKCZ","ENSG00000067606",5590
"ZFY","ZFY","ENSG00000067646",7544
"IARS2","IARS2","ENSG00000067704",55699
"SYT1","SYT1","ENSG00000067715",6857
"NAV3","NAV3","ENSG00000067798",89795
"IDH3G","IDH3G","ENSG00000067829",3421
"ROGDI","ROGDI","ENSG00000067836",79641
"PDZD4","PDZD4","ENSG00000067840",57595
"ATP2B3","ATP2B3","ENSG00000067842",492
"ROCK1","ROCK1","ENSG00000067900",6093
"CBFB","CBFB","ENSG00000067955",865
"PDK3","PDK3","ENSG00000067992",5165
"HYAL2","HYAL2","ENSG00000068001",8692
"HDAC4","HDAC4","ENSG00000068024",9759
"RASSF1","RASSF1","ENSG00000068028",11186
"FGFR3","FGFR3","ENSG00000068078",2261
"IFI35","IFI35","ENSG00000068079",3430
"HEATR6","HEATR6","ENSG00000068097",63897
"COASY","COASY","ENSG00000068120",80347
"PLEKHH3","PLEKHH3","ENSG00000068137",79990
"MEF2A","MEF2A","ENSG00000068305",4205
"OTUD5","OTUD5","ENSG00000068308",55593
"TFE3","TFE3","ENSG00000068323",7030
"TBC1D25","TBC1D25","ENSG00000068354",4943
"ACSL4","ACSL4","ENSG00000068366",2182
"INPP5A","INPP5A","ENSG00000068383",3632
"GPKOW","GPKOW","ENSG00000068394",27238
"GRIPAP1","GRIPAP1","ENSG00000068400",56850
"FTSJ1","FTSJ1","ENSG00000068438",24140
"PRR11","PRR11","ENSG00000068489",55771
"REEP1","REEP1","ENSG00000068615",65055
"ATP11A","ATP11A","ENSG00000068650",23250
"POLR1A","POLR1A","ENSG00000068654",25885
"LAPTM4A","LAPTM4A","ENSG00000068697",9741
"TTC7A","TTC7A","ENSG00000068724",57217
"IP6K2","IP6K2","ENSG00000068745",51447
"STON1-GTF2A1L","STON1-GTF2A1L","ENSG00000068781",286749
"SRBD1","SRBD1","ENSG00000068784",55133
"ENSG00000068793","ENSG00000068793","ENSG00000068793",NA
"KIF2A","KIF2A","ENSG00000068796",3796
"RASGRP2","RASGRP2","ENSG00000068831",10235
"PSME4","PSME4","ENSG00000068878",23198
"IFT80","IFT80","ENSG00000068885",57560
"SIRT2","SIRT2","ENSG00000068903",22933
"ERLEC1","ERLEC1","ENSG00000068912",27248
"PPP2R5B","PPP2R5B","ENSG00000068971",5526
"PYGM","PYGM","ENSG00000068976",5837
"PAGE1","PAGE1","ENSG00000068985",8712
"PITX1","PITX1","ENSG00000069011",5307
"TRPC7","TRPC7","ENSG00000069018",57113
"MAST4","MAST4","ENSG00000069020",375449
"ADGRF5","ADGRF5","ENSG00000069122",221395
"SDK2","SDK2","ENSG00000069188",54549
"ADAM7","ADAM7","ENSG00000069206",8756
"NUP133","NUP133","ENSG00000069248",55746
"NUCKS1","NUCKS1","ENSG00000069275",64710
"VPS35","VPS35","ENSG00000069329",55737
"DNAJA2","DNAJA2","ENSG00000069345",10294
"BCL3","BCL3","ENSG00000069399",602
"KCNAB2","KCNAB2","ENSG00000069424",8514
"ABCC9","ABCC9","ENSG00000069431",10060
"GAL","GAL","ENSG00000069482",51083
"CLEC2D","CLEC2D","ENSG00000069493",29121
"FUNDC1","FUNDC1","ENSG00000069509",139341
"MAOB","MAOB","ENSG00000069535",4129
"RORA","RORA","ENSG00000069667",6095
"DRD4","DRD4","ENSG00000069696",1815
"TGFBR3","TGFBR3","ENSG00000069702",7049
"KIAA1107","KIAA1107","ENSG00000069712",NA
"PLA2G10","PLA2G10","ENSG00000069764",8399
"HES2","HES2","ENSG00000069812",54626
"ATP1B3","ATP1B3","ENSG00000069849",483
"NEDD4","NEDD4","ENSG00000069869",4734
"PIGB","PIGB","ENSG00000069943",9488
"MAPK6","MAPK6","ENSG00000069956",5597
"GNB5","GNB5","ENSG00000069966",10681
"RAB27A","RAB27A","ENSG00000069974",5873
"CECR5","CECR5","ENSG00000069998",27440
"UFD1L","UFD1L","ENSG00000070010",7353
"LRP6","LRP6","ENSG00000070018",4040
"GUCY2C","GUCY2C","ENSG00000070019",2984
"SCT","SCT","ENSG00000070031",6343
"PHRF1","PHRF1","ENSG00000070047",57661
"IKBKAP","IKBKAP","ENSG00000070061",8518
"NUCB2","NUCB2","ENSG00000070081",4925
"PFN2","PFN2","ENSG00000070087",5217
"PTPN3","PTPN3","ENSG00000070159",5774
"SPTB","SPTB","ENSG00000070182",6710
"DAPP1","DAPP1","ENSG00000070190",27071
"FGF10","FGF10","ENSG00000070193",2255
