"","SYMBOL","GSM3535477","GSM3535478","GSM3535479","GSM3535480","GSM3535481","GSM3535482"
"617","IPO5P1",561,470,541,199,217,122
"618","TNIP2P1",10,14,13,21,12,8
"619","PMS2P9",57,46,54,46,53,30
"620","MSC-AS1",1,2,0,1,1,0
"621","DPH3P1",29,52,55,40,63,34
"622","SHISAL2B",15,5,12,9,2,2
"623","FAM66D",19,52,30,16,37,21
"624","FAM25BP",0,0,0,0,0,0
"625","FAM197Y9",0,0,0,0,0,0
"626","FAM27C",71,50,55,105,98,71
"627","SMIM9",0,0,0,0,0,0
"628","FAM223A",1,1,2,4,5,1
"629","GOLGA8DP",3,3,3,4,9,5
"630","LINC00856",0,0,0,0,1,0
"631","CXorf49B",1,0,0,0,1,0
"632","RASA4DP",256,280,265,274,270,154
"633","FAM95B1",1,0,0,5,5,2
"634","GUSBP19",1,5,1,0,1,3
"635","CXorf51B",0,0,0,0,0,0
"636","LOC100133077",2,2,4,4,7,6
"637","LINC03009",285,240,258,410,520,253
"638","FAM25G",0,0,0,0,0,0
"639","FAM27B",86,61,73,117,107,81
"640","LINC01203",0,0,0,0,0,0
"641","LINC01001",135,118,160,105,112,73
"642","FAM66A",8,31,14,8,15,6
"643","HSDL2-AS1",76,59,72,118,148,82
"644","LINC00240",7,7,15,8,8,5
"645","GOLGA6L3",38,44,57,35,54,29
"646","SBF1P1",25,18,20,31,44,16
"647","PRR23D2",1,1,5,2,4,1
"648","DEFB130B",0,0,0,0,0,0
"649","CBR1-AS1",337,400,362,460,500,300
"650","RSU1P2",19,19,21,22,11,13
"651","HOXA-AS3",6,11,11,2,4,2
"652","XNDC1N",43,42,21,27,17,18
"653","PRO1804",0,0,0,0,0,0
"654",NA,255,228,294,209,213,135
"655","LINC02171",0,0,0,0,0,0
"656","MRPL23-AS1",5,11,16,23,16,15
"657","LINC01134",13,4,14,7,28,5
"658","LY6E-DT",3,3,2,3,11,2
"659","LOC100133920",2,2,2,2,3,4
"660","CD24",56,36,54,143,131,55
"661","UXT-AS1",292,224,264,260,257,142
"662","LINC01816",21,14,31,16,3,9
"663","MAP3K14-AS1",115,122,107,136,208,70
"664","UBOX5-AS1",38,27,37,41,27,18
"665","LOC100134040",0,0,0,0,0,0
"666","KDM7A-DT",30,62,36,111,142,66
"667","LINC01119",2,1,4,2,7,1
"668","LOC100134317",15,11,22,20,14,10
"669","LOC100134368",34,26,35,27,24,17
"670","LOC100134391",0,0,0,0,0,0
"671","KCNJ18",10,6,17,98,115,54
"672","NDUFB2-AS1",423,331,395,594,550,295
"673","LOC100134868",44,46,34,58,77,40
"674","UBE2Q2P2",239,206,315,92,113,114
"675","TEN1",195,172,192,288,282,159
"676","UPK3BL1",423,516,449,563,642,308
"677","JMJD7",250,206,197,213,256,110
"678","PLA2G4B",190,203,230,239,246,129
"679","HDAC5",2929,1987,3215,4725,3565,2742
"680","C17orf99",0,0,0,0,0,0
"681","CTAGE8",4,1,6,5,3,3
"682","LOC100144595",0,1,1,0,0,0
"683","LINC00029",0,0,0,0,0,0
"684","LINC01056",0,0,0,0,0,0
"685","EPHA5-AS1",11,8,11,14,13,7
"686","CHKB-DT",53,53,56,44,78,39
"687","LINC00930",0,0,0,0,0,0
"688","KLLN",86,75,83,542,576,386
"689","RNU7-1",13,9,13,10,5,8
"690","TMCO1-AS1",22,18,29,29,29,16
"691","PDCD6IP",7578,5837,7942,5844,6800,4275
"692","KRTAP20-4",0,0,0,0,0,0
"693","RNU4ATAC",0,0,1,0,2,1
"694","RNU6ATAC",1,0,0,1,1,4
"695","SCARNA9L",0,1,3,0,0,0
"696","PDCD6",2439,2318,2095,3513,3558,1852
"697","RNA5S1",0,0,0,0,0,0
"698","TEX36-AS1",0,0,0,0,0,0
"699","RNA5S2",0,0,0,0,0,0
"700","RNA5S3",0,0,0,0,0,0
"701","RNA5S4",0,0,0,0,0,0
"702","RNA5S5",0,0,0,0,0,0
"703","RNA5S6",0,0,0,0,0,0
"704","RNA5S7",0,0,0,0,0,0
"705","RNA5S8",0,0,0,0,0,0
"706","RNA5S9",0,0,0,0,0,0
"707","RNA5S10",0,0,0,0,0,0
"708","RNA5S11",0,0,0,0,0,0
"709","RNA5S12",0,0,0,0,0,0
"710","RNA5S13",0,0,0,0,0,0
"711","RNA5S14",0,0,0,0,0,0
"712","RNA5S15",0,0,0,0,0,0
"713","RNA5S16",0,0,0,0,0,0
"714","RNA5S17",0,0,0,0,0,0
"715","PATE3",0,0,0,0,0,0
"716","PEG3-AS1",14,15,19,50,77,38
"717","SNAR-A3",0,0,0,0,0,1
"718","SNAR-A5",0,0,0,0,0,0
"719","SNAR-A7",1,1,0,1,0,0
"720","SNAR-A11",1,1,0,0,0,0
"721","SNAR-A9",0,0,0,0,0,0
"722","SNAR-A4",0,0,0,0,0,0
"723","SNAR-A6",0,0,0,0,0,0
"724","SNAR-A8",0,0,0,0,0,0
"725","SNAR-A13",0,0,0,0,0,0
"726","DBIL5P2",3,0,3,3,1,0
"727","BCL2L10",1,3,1,0,0,0
"728","SNAR-A10",0,0,0,0,0,0
"729","SNAR-B2",0,0,0,0,0,0
"730","SNAR-C2",0,0,0,0,0,0
"731","SNAR-C4",0,0,0,0,0,0
"732","SNAR-E",0,1,0,0,0,0
"733","SNAR-H",0,0,0,0,0,0
"734","SNAR-I",0,0,0,0,0,0
"735","SNAR-C5",0,0,0,0,0,0
"736","SNAR-B1",0,0,0,0,0,0
"737","SNAR-C1",0,0,0,0,0,0
"738","SNAR-C3",0,0,0,0,0,0
"739","SNAR-D",0,0,0,0,0,0
"740","SNAR-G2",0,0,0,0,0,0
"741","SRRM5",534,516,508,591,570,352
"742","ERICH4",1,0,2,0,1,0
"743","EPOP",1979,1612,2017,555,771,468
"744","TRIM59-IFT80",586,585,669,209,297,214
"745","BCL2L11",82,99,140,413,646,290
"746","MIR1224",0,0,1,0,1,0
"747","MIR1225",2,2,1,1,0,1
"748","TOMM6",3385,2539,3099,3656,3517,2106
"749","HECTD2-AS1",2,1,0,0,0,0
"750","LINC00426",1,3,5,2,3,3
"751","LINC00092",10,11,10,10,18,9
"752","DNMBP-AS1",215,196,191,316,470,220
"753","TRG-GCC2-4",1,1,0,0,2,0
"754","TRH-GTG1-7",0,0,0,1,1,0
"755","TRH-GTG1-5",1,0,1,0,0,0
"756","TRH-GTG1-8",1,0,0,2,3,0
"757","TRV-AAC1-2",0,0,0,0,0,0
"758","TRH-GTG1-1",0,0,0,0,0,0
"759","TRV-AAC2-1",0,0,0,0,0,0
"760","TRV-TAC1-1",0,1,1,0,4,0
"761","TRK-CTT6-1",1,1,0,1,0,0
"762","TRG-TCC4-1",0,0,0,0,0,0
"763","TRQ-CTG7-1",0,1,0,0,0,0
"764","TRY-GTA5-5",0,0,0,0,0,0
"765","TRS-GCT2-1",0,0,1,1,2,0
"766","TRL-CAA6-1",0,1,1,0,0,0
"767","TRL-AAG1-3",0,0,0,0,0,0
"768","TRN-GTT2-1",0,0,0,0,0,0
"769","TRT-AGT1-3",0,0,0,0,1,0
"770","TRC-GCA11-1",1,0,0,0,0,0
"771","TRL-CAG1-2",0,0,0,0,1,0
"772","TRG-TCC2-6",0,0,0,0,0,0
"773","TRR-TCT5-1",0,0,0,0,0,0
"774","TRK-CTT1-2",0,0,0,0,0,0
"775","TRV-AAC5-1",0,0,0,0,0,0
"776","TRX-CAT1-1",0,0,0,0,0,0
"777","TRE-CTC1-5",1,0,0,0,1,0
"778","TRL-CAG1-6",0,0,0,0,0,0
"779","TRP-AGG2-1",0,0,0,0,0,0
"780","TRP-AGG1-1",2,0,1,0,0,0
"781","TRA-CGC3-1",0,0,0,0,1,0
"782","TRY-GTA2-1",1,0,0,2,2,1
"783","TRE-CTC1-6",0,0,0,0,0,0
"784","TRR-TCG6-1",0,0,0,0,0,0
"785","TRI-TAT2-2",1,0,2,1,6,1
"786","TRC-GCA22-1",6,5,4,1,6,3
"787","TRE-TTC2-1",0,0,0,0,0,0
"788","TRL-TAG3-1",0,0,0,0,0,0
"789","TRA-CGC4-1",0,0,0,0,0,0
"790","TRR-TCG5-1",0,0,0,0,0,0
"791","TRT-CGT1-1",0,0,0,0,0,0
"792","TRN-GTT2-4",0,0,0,0,0,0
"793","TRS-CGA1-1",0,0,0,0,0,0
"794","TRL-CAA3-1",0,0,0,1,0,0
"795","TRG-TCC2-5",0,0,0,0,0,0
"796","TRX-CAT1-4",0,0,1,0,0,0
"797","TRS-CGA2-1",0,0,0,0,0,0
"798","TRG-CCC5-1",0,0,0,0,0,0
"799","TRA-AGC4-1",0,0,0,0,0,0
"800","TRW-CCA3-2",0,0,0,0,0,0
"801","TRC-GCA18-1",0,0,0,0,0,0
"802","TRI-GAT1-2",0,0,0,0,0,0
"803","TRC-GCA2-2",0,1,0,0,0,0
"804","TRK-TTT4-1",1,1,0,0,0,0
"805","TRQ-CTG4-1",0,0,0,0,0,0
"806","TRN-GTT8-1",0,0,0,0,0,0
"807","TRK-CTT4-1",1,0,0,1,0,0
"808","TRE-TTC2-2",0,0,0,0,0,0
"809","TRG-TCC2-1",0,0,0,0,0,0
"810","TRH-GTG1-9",0,0,0,0,0,0
"811","TRA-TGC5-1",1,0,0,0,0,0
"812","TRL-TAA4-1",0,0,0,1,1,0
"813","TRS-AGA4-1",0,0,0,0,0,0
"814","TRI-AAT2-1",0,0,0,0,0,0
"815","TRP-AGG2-4",2,0,0,0,0,0
"816","TRQ-TTG3-3",0,0,0,0,1,0
"817","TRC-GCA12-1",0,0,0,1,0,0
"818","TRS-AGA2-2",0,0,0,0,1,1
"819","TRR-CCT1-1",0,0,0,0,0,0
"820","TRA-TGC6-1",0,0,0,0,0,0
"821","TRN-GTT2-3",0,0,0,0,0,0
"822","TRR-CCG1-2",0,0,0,0,0,0
"823","TRM-CAT7-1",0,1,0,0,0,0
"824","TRT-CGT2-1",0,0,1,2,1,0
"825","TRP-TGG3-2",0,0,0,0,0,1
"826","TRL-CAG2-2",0,0,1,0,0,0
"827","TRC-GCA4-1",0,1,0,0,0,0
"828","TRE-CTC1-2",0,0,0,0,0,0
"829","TRA-AGC7-1",0,0,0,0,0,0
"830","TRA-AGC2-1",0,0,0,0,0,0
"831","TRX-CAT1-3",5,3,5,0,0,0
"832","TRI-AAT8-1",2,0,0,0,0,0
"833","TRC-GCA3-1",0,0,0,0,0,0
"834","TRK-TTT8-1",0,0,0,0,0,0
"835","TRR-ACG2-3",0,0,0,0,0,0
"836","TRV-CAC7-1",0,0,0,0,0,0
"837","TRY-GTA5-2",0,0,0,0,0,0
"838","TRR-ACG2-1",1,1,0,1,1,1
"839","TRC-GCA2-3",0,0,0,0,0,0
"840","TRK-CTT1-1",0,0,0,0,0,0
"841","TRR-TCT3-1",0,0,0,0,1,2
"842","TRK-CTT2-4",0,1,1,0,0,0
"843","TRM-CAT3-2",0,0,0,0,0,1
"844","TRW-CCA3-3",0,0,0,8,2,0
"845","TRA-TGC2-1",0,0,0,0,0,0
"846","TRR-TCT3-2",2,2,2,2,0,1
"847","TRL-AAG4-1",0,0,0,0,0,0
"848","TRK-CTT3-1",2,3,5,6,3,3
"849","TRD-GTC2-5",0,1,1,0,0,0
"850","TRQ-CTG1-3",0,0,0,0,0,0
"851","TRK-TTT3-1",8,2,2,0,2,0
"852","TRW-CCA1-1",2,0,2,23,22,10
"853","TRP-CGG1-3",2,1,0,11,11,10
"854","TRK-TTT1-1",0,0,0,0,1,0
"855","TRN-GTT1-1",0,0,0,0,0,0
"856","TRN-GTT2-8",0,0,0,1,0,0
"857","TRL-CAG2-1",1,0,0,0,0,0
"858","TRI-TAT2-3",0,0,0,0,0,1
"859","TRI-GAT1-1",0,0,0,0,0,0
"860","TRR-TCT1-1",0,6,2,1,6,1
"861","TRD-GTC2-4",0,2,2,0,1,0
"862","TRM-CAT2-1",0,0,0,0,0,0
"863","TRP-AGG2-7",0,0,0,0,0,0
"864","TRF-GAA1-1",0,0,0,0,0,0
"865","TRQ-TTG2-1",1,0,0,0,0,0
"866","TRL-CAG1-5",0,1,1,0,1,0
"867","TRQ-CTG3-2",0,0,0,0,0,0
"868","TRG-TCC2-3",0,0,0,0,0,0
"869","TRV-CAC8-1",0,0,0,0,1,0
"870","TRT-AGT6-1",0,0,0,0,0,0
"871","TRC-GCA1-1",0,1,0,0,0,0
"872","TRC-GCA16-1",0,4,3,4,2,1
"873","TRA-TGC1-1",0,0,0,0,0,0
"874","TRL-TAG2-1",0,0,0,0,0,0
"875","TRS-CGA4-1",0,0,0,0,0,0
"876","TRI-AAT5-1",0,0,1,0,0,0
"877","TRC-GCA5-1",0,0,0,0,0,0
"878","TRS-GCT1-1",1,4,6,14,20,9
"879","TRD-GTC2-6",0,0,0,0,1,0
"880","TRS-GCT5-1",0,0,0,0,0,0
"881","TRG-GCC1-4",0,0,0,0,0,0
"882","TRV-AAC4-1",0,0,0,0,0,0
"883","TRY-GTA3-1",0,0,0,0,0,0
"884","TRG-GCC2-5",0,0,0,1,1,0
"885","TRL-TAA2-1",0,0,0,0,0,0
"886","TRR-TCT4-1",0,0,0,0,0,0
"887","TRR-ACG2-2",0,0,0,0,0,0
"888","TRR-CCT3-1",2,4,4,2,1,0
"889","TRL-AAG3-1",2,6,1,3,3,1
"890","TRF-GAA3-1",0,0,0,0,0,0
"891","TRW-CCA4-1",0,1,1,0,2,1
"892","TRP-CGG2-1",0,0,0,0,0,0
"893","TRR-CCG1-3",0,2,0,2,0,1
"894","TRH-GTG1-4",0,0,0,0,0,0
"895","TRN-GTT2-5",0,1,1,1,1,0
"896","TRC-GCA19-1",4,5,4,12,7,10
"897","TRV-AAC6-1",0,0,0,0,0,0
"898","TRC-GCA6-1",0,0,0,0,0,0
"899","TRR-CCT2-1",0,0,0,0,0,0
"900","TRK-TTT6-1",0,0,0,0,0,0
"901","TRN-GTT13-1",0,0,0,0,0,0
"902","TRS-AGA2-6",4,4,4,1,2,2
"903","TRQ-TTG3-2",0,0,0,0,0,0
"904","TRT-AGT1-1",0,0,0,4,2,1
"905","TRG-TCC2-4",0,0,0,0,0,0
"906","TRQ-CTG1-2",0,0,0,0,0,0
"907","TRW-CCA5-1",0,0,0,0,0,0
"908","TRV-TAC1-2",0,0,0,0,0,0
"909","TRN-GTT9-2",0,0,0,0,0,0
"910","TRC-GCA23-1",2,1,0,2,0,1
"911","TRN-GTT2-6",1,0,1,0,0,0
"912","TRV-CAC9-1",0,0,0,3,0,0
"913","TRC-GCA2-1",0,0,1,0,0,0
"914","TRK-CTT2-1",0,1,0,0,0,0
"915","TRL-CAA4-1",0,0,1,0,0,1
"916","TRD-GTC3-1",0,0,0,0,0,0
"917","TRM-CAT1-1",0,0,0,0,0,0
"918","TRL-AAG2-2",0,0,0,0,0,0
"919","TRW-CCA2-1",0,0,0,0,0,0
"920","TRS-CGA3-1",0,2,2,0,0,0
"921","TRG-TCC3-1",0,0,0,4,2,0
"922","TRD-GTC1-1",0,0,1,0,0,0
"923","TRG-GCC2-2",0,0,0,0,0,0
"924","TRK-CTT5-1",2,0,1,1,0,1
"925","TRP-CGG1-1",0,0,1,0,0,0
"926","TRI-AAT3-1",1,2,0,0,0,1
"927","TRQ-CTG6-1",0,0,0,0,0,0
"928","TRM-CAT3-1",0,1,0,1,0,0
"929","TRS-GCT6-1",0,0,0,0,0,0
"930","TRY-GTA6-1",0,0,0,0,0,0
"931","TRG-GCC5-1",0,0,2,0,0,0
"932","TRP-CGG1-2",0,0,0,0,0,1
"933","TRT-AGT1-2",4,1,2,2,2,1
"934","TRP-AGG2-2",0,0,0,0,0,0
"935","TRP-TGG2-1",0,0,0,0,0,0
"936","TRS-GCT4-1",0,0,0,0,1,0
"937","TRM-CAT6-1",0,1,3,8,8,2
"938","TRV-CAC1-6",4,0,3,3,4,1
"939","TRV-CAC1-7",0,0,0,0,0,0
"940","TRS-GCT4-2",0,0,0,0,1,0
"941","TRG-GCC1-3",0,0,0,0,0,0
"942","TRG-CCC2-1",0,0,1,1,4,1
"943","TRA-TGC3-2",0,0,0,2,0,0
"944","TRK-TTT3-3",0,0,0,0,0,0
"945","TRD-GTC2-2",0,2,2,0,1,0
"946","TRL-CAA1-2",0,0,0,0,0,0
"947","TRK-TTT5-1",4,1,3,1,3,2
"948","TRD-GTC2-8",0,0,0,0,0,0
"949","TRL-TAA3-1",0,0,1,0,1,1
"950","TRR-ACG1-3",3,1,0,1,6,3
"951","TRT-CGT4-1",0,0,0,1,1,1
"952","TRS-AGA2-4",0,0,0,0,0,0
"953","TRS-AGA2-5",0,0,0,0,0,0
"954","TRI-AAT1-1",0,0,0,0,1,0
"955","TRC-GCA9-1",0,0,0,0,0,0
"956","TRF-GAA1-5",2,3,1,1,0,0
"957","TRG-GCC1-2",0,0,0,0,0,0
"958","TRY-ATA1-1",0,1,0,1,0,1
"959","TRF-GAA1-2",0,0,0,0,0,0
"960","TRX-CAT1-8",0,0,0,0,0,0
"961","TRN-GTT11-2",0,0,0,0,0,0
"962","TRE-CTC1-4",0,0,0,0,0,0
"963","TRG-TCC2-2",0,0,0,0,0,0
"964","TRQ-CTG4-2",0,0,0,0,0,0
"965","TRT-TGT5-1",0,0,0,0,0,0
"966","TRR-TCG1-1",0,1,0,0,3,3
"967","TRI-TAT2-1",2,6,10,4,4,6
"968","TRC-GCA15-1",0,0,0,0,0,0
"969","TRQ-CTG2-1",0,0,0,0,0,0
"970","TRE-CTC1-7",0,0,0,0,0,0
"971","TRR-CCT5-1",0,0,5,1,0,0
"972","TRY-GTA1-1",1,0,0,1,0,0
"973","TRL-AAG1-2",0,0,0,2,0,1
"974","TRG-GCC4-1",0,0,0,0,0,0
"975","TRI-AAT5-4",0,0,0,0,0,0
"976","TRP-AGG2-3",0,0,0,0,0,0
"977","TRG-CCC3-1",0,1,0,0,0,0
"978","TRS-TGA1-1",0,0,0,0,0,0
"979","TRA-TGC3-1",0,1,0,1,1,1
"980","TRP-TGG3-5",0,0,0,0,0,0
"981","TRK-CTT2-5",0,1,0,0,0,0
"982","TRV-TAC2-1",0,1,0,0,1,0
"983","TRG-GCC1-5",0,1,1,1,1,1
"984","TRS-GCT3-1",1,4,1,3,3,0
"985","TRP-TGG1-1",0,0,0,0,0,0
"986","TRQ-CTG1-1",0,0,1,0,0,0
"987","TRL-CAG1-7",0,0,0,0,2,0
"988","TRC-GCA17-1",0,0,0,0,0,0
"989","TRD-GTC2-3",0,1,1,0,0,0
"990","TRL-AAG2-4",1,0,0,0,0,0
"991","TRD-GTC2-7",0,0,0,0,1,0
"992","TRK-TTT2-1",0,0,0,0,0,0
"993","TRA-AGC2-2",0,0,0,0,0,0
"994","TRP-AGG2-8",0,0,1,0,0,0
"995","TRX-CAT1-6",0,0,0,0,0,0
"996","TRG-CCC1-2",0,0,1,0,0,0
"997","TRA-AGC3-1",0,0,0,0,0,0
"998","TRT-CGT5-1",0,0,0,0,0,0
"999","TRL-CAA2-1",0,0,0,0,0,0
"1000","TRM-CAT5-1",0,0,0,0,0,0
"1001","TRC-GCA10-1",0,0,0,0,0,0
"1002","TRF-GAA1-6",1,1,0,0,0,0
"1003","TRH-GTG1-3",0,0,0,0,0,0
"1004","TRA-CGC1-1",0,0,0,0,0,0
"1005","TRI-AAT5-3",1,3,0,0,0,1
"1006","TRL-TAA1-1",0,0,0,0,0,0
"1007","TRG-GCC2-3",0,0,0,0,0,0
"1008","TRX-CAT1-7",0,0,0,0,0,0
"1009","TRL-CAG1-3",0,0,0,0,0,0
"1010","TRQ-CTG1-4",0,0,0,0,0,0
"1011","TRV-AAC1-1",0,0,0,0,0,0
"1012","TRT-AGT2-1",0,0,0,0,0,0
"1013","TRQ-TTG3-1",0,0,0,0,0,0
"1014","TRN-GTT3-1",0,0,0,2,0,0
"1015","TRI-TAT1-1",3,0,1,0,0,3
"1016","TRV-CAC4-1",0,0,0,0,0,0
"1017","TRL-AAG2-1",0,0,0,0,0,0
"1018","TRQ-CTG5-1",0,0,0,0,0,0
"1019","TRS-GCT4-3",0,0,0,3,2,1
"1020","TRK-TTT7-1",0,0,0,0,0,0
"1021","TRE-TTC1-2",0,0,1,0,3,2
"1022","TRH-GTG1-2",0,0,0,0,0,0
"1023","TRP-TGG3-3",0,0,0,0,1,0
"1024","TRI-AAT5-2",0,0,0,0,0,0
"1025","TRY-GTA8-1",1,0,0,1,0,0
"1026","TRA-TGC4-1",1,1,0,1,2,0
"1027","TRT-AGT2-2",0,0,0,0,0,0
"1028","TRV-TAC3-1",0,0,0,0,0,0
"1029","TRD-GTC2-9",1,0,0,1,0,0
"1030","TRT-TGT1-1",0,0,1,0,0,0
"1031","TRX-CAT1-5",0,0,0,0,0,0
"1032","TRA-AGC1-1",0,0,0,0,0,0
"1033","TRD-GTC2-10",3,5,5,2,2,9
"1034","TRI-TAT3-1",0,0,0,0,0,0
"1035","TRS-AGA1-1",1,0,0,0,0,0
"1036","TRM-CAT4-2",0,0,0,0,0,0
"1037","TRC-GCA20-1",2,2,2,0,2,1
"1038","TRN-GTT12-1",0,0,0,0,0,0
"1039","TRC-GCA13-1",0,0,0,0,0,0
"1040","TRC-GCA8-1",0,0,0,1,0,0
"1041","TRT-CGT3-1",0,1,0,0,0,0
"1042","TRL-AAG1-1",0,0,0,2,0,1
"1043","TRV-CAC2-1",0,0,0,0,0,0
"1044","TRL-CAG1-4",0,0,0,0,1,0
"1045","TRR-CCG1-1",0,0,0,0,0,0
"1046","TRG-GCC1-1",0,0,0,0,0,0
"1047","TRV-CAC6-1",0,0,0,0,0,0
"1048","TRL-CAA5-1",1,0,0,0,0,0
"1049","TRR-TCG3-1",0,0,0,0,0,0
"1050","TRI-AAT6-1",1,0,2,0,0,0
"1051","TRV-CAC1-1",0,1,1,2,2,0
"1052","TRT-AGT4-1",0,0,0,0,0,0
"1053","TRC-GCA21-1",0,0,0,0,0,0
"1054","TRC-GCA9-3",1,0,0,0,1,0
"1055","TRT-TGT2-1",0,0,0,0,0,0
"1056","TRC-GCA9-4",1,0,0,0,0,0
"1057","TRG-GCC2-1",0,0,0,0,0,0
"1058","TRS-AGA2-1",0,0,0,0,0,0
"1059","TRD-GTC2-11",1,0,0,10,13,5
"1060","TRE-CTC1-1",0,0,1,0,0,0
"1061","TRE-CTC1-3",0,1,1,0,0,0
"1062","TRI-AAT5-5",0,0,0,0,0,0
"1063","TRP-TGG3-4",0,0,0,0,0,0
"1064","TRK-TTT9-1",0,0,0,0,0,0
"1065","TRM-CAT4-1",0,0,1,0,0,0
"1066","TRI-AAT4-1",8,8,12,7,5,3
"1067","TRL-CAG1-1",1,1,0,0,1,0
"1068","TRA-CGC5-1",0,0,0,0,0,0
"1069","TRR-ACG1-1",0,0,0,0,0,0
"1070","TRK-CTT2-2",1,1,1,1,0,0
"1071","TRA-CGC2-1",0,0,0,0,0,0
"1072","TRI-AAT7-1",0,0,0,0,0,0
"1073","TRN-GTT2-2",0,0,0,0,0,1
"1074","TRY-GTA4-1",0,0,0,0,0,0
"1075","TRR-CCT4-1",0,1,0,1,3,0
"1076","TRE-TTC4-2",1,3,2,0,1,0
"1077","TRV-TAC4-1",0,0,0,0,0,0
"1078","TRE-CTC2-1",0,0,0,0,0,0
"1079","TRR-TCG2-1",1,1,1,0,0,0
"1080","TRD-GTC2-1",0,1,2,0,0,0
"1081","TRC-GCA9-2",1,0,0,0,0,1
"1082","TRC-GCA2-4",0,0,0,0,0,0
"1083","TRF-GAA1-3",1,1,4,0,2,3
"1084","TRV-CAC3-1",1,0,0,2,6,1
"1085","TRE-TTC1-1",0,0,0,0,0,1
"1086","TRT-TGT4-1",0,0,0,0,0,0
"1087","TRQ-TTG4-1",0,0,0,0,0,0
"1088","TRY-GTA5-3",0,0,0,0,0,0
"1089","TRK-TTT3-2",0,0,0,0,0,0
"1090","TRI-GAT1-3",0,0,0,1,0,0
"1091","TRR-ACG2-4",0,0,0,0,1,0
"1092","TRS-TGA3-1",3,0,0,0,0,1
"1093","TRS-AGA5-1",1,6,2,1,14,2
"1094","TRT-AGT3-1",0,0,1,0,0,0
"1095","TRC-GCA14-1",0,0,0,0,0,0
"1096","TRW-CCA3-1",0,0,0,1,0,0
"1097","TRY-GTA5-1",0,0,0,0,0,1
"1098","TRT-AGT5-1",0,0,0,0,0,0
"1099","TRV-CAC1-4",0,0,0,0,0,0
"1100","DCTN1-AS1",7,8,6,3,8,5
"1101","SH2B3",1929,1686,1856,1797,2218,1170
"1102","RAMP2-AS1",5,15,6,0,3,1
"1103","TPT1-AS1",934,1210,925,806,930,552
"1104","LINC02418",0,0,0,0,0,0
"1105","C5orf52",0,0,1,0,0,1
"1106","LOC100190986",242,316,356,222,336,210
"1107","C2CD4D",1,1,3,1,0,1
"1108","SNAR-A14",0,0,0,0,0,0
"1109","PPIAP30",18,12,21,20,22,17
"1110","ZFHX4-AS1",2,0,0,0,0,0
"1111","PP12613",0,0,0,0,0,0
"1112","FLJ16779",1,4,0,103,103,60
"1113","LINC01634",0,1,1,0,0,0
"1114","LOC100192426",0,0,0,0,0,0
"1115","CDH4",4,4,6,5,6,4
"1116","GNE",2675,1997,2574,2051,1805,1261
"1117","HCN4",2,0,1,36,35,7
"1118","MANCR",224,121,210,176,149,159
"1119","FAR2P2",52,81,66,42,52,24
"1120","KMT2E-AS1",44,39,50,39,45,43
"1121","LINC01004",240,282,370,330,370,294
"1122","INSL5",0,0,0,0,0,0
"1123","FRAT1",265,291,321,208,215,139
"1124","LOC100233156",70,109,84,149,202,98
"1125","PCED1B-AS1",0,0,0,0,0,0
"1126","TROAP",1234,491,1040,10,6,9
"1127","LOC100240728",0,0,0,0,0,0
"1128","LOC100240734",0,0,0,0,0,0
"1129","LOC100240735",0,2,1,0,3,0
"1130","MED16",2270,1789,1874,10386,7349,4783
"1131","PIGK",699,718,776,210,297,174
"1132","RPL26L1-AS1",12,6,15,11,14,4
"1133","LINC01432",0,0,0,0,0,0
"1134","CASC11",5,5,8,5,4,8
"1135","LOC100270746",24,26,24,18,17,25
"1136","LCDR",19,47,38,28,34,19
"1137","LINC00940",0,1,1,0,0,0
"1138","ARHGEF33",21,18,24,8,7,1
"1139","LINC00899",21,34,29,16,24,6
"1140","LIMS3-LOC440895",89,78,96,50,66,42
"1141","SMG1P3",1438,1185,1342,837,1318,771
"1142","ERVV-2",3,2,2,4,2,4
"1143","MEF2B",1068,1361,1236,1663,1353,822
"1144","AIRN",1,1,0,0,0,0
"1145","ZNRF2P2",72,70,86,32,43,31
"1146","RASA4B",538,706,560,628,657,372
"1147","CMC4",255,297,256,165,196,118
"1148","LOC100272217",55,43,73,84,63,54
"1149","EOLA2-DT",40,80,66,94,177,92
"1150","BCDIN3D-AS1",232,228,231,169,196,123
"1151","LINC03010",0,0,0,2,0,0
"1152","LOC100286922",0,0,0,0,0,0
"1153","PPM1F-AS1",166,139,149,179,166,111
"1154","VPS13A-AS1",8,13,18,4,6,7
"1155","ANAPC1P1",223,202,195,74,122,63
"1156","LOC100286986",0,0,0,0,0,0
"1157","LOC100287010",0,0,0,0,0,0
"1158","MCPH1-DT",170,150,168,211,172,126
"1159","DDX11L10",14,7,11,18,21,15
"1160","LOC100287036",1,0,0,3,0,2
"1161","MIF4GD-DT",242,184,215,280,229,145
"1162","FAM90A26",0,0,0,0,0,1
"1163","DCAF8-DT",123,119,115,113,124,88
"1164","LOC100287072",103,72,122,62,87,44
"1165","GACAT2",9,8,10,61,41,38
"1166","DEFT1P2",0,0,0,0,0,0
"1167","TONSL-AS1",54,59,54,36,44,22
"1168","DDX11L1",15,12,14,26,31,19
"1169","LINC00421",0,0,0,0,0,0
"1170","USP17L10",0,0,0,0,0,0
"1171","WASHC1",1184,1274,1374,1410,1643,1013
"1172","LOC100287175",16,11,3,319,242,163
"1173","EML2-AS1",259,224,235,415,361,282
