"","SYMBOL","GSM1143672","GSM1143673","GSM1143674","GSM1143675"
"16502","LOC107987084",2,0,4,1
"16503","LOC107987085",0,0,0,2
"16504","LOC107987086",0,0,0,0
"16505","LOC107987087",0,0,0,0
"16506","LOC107987088",0,0,0,0
"16507",NA,0,0,0,0
"16508","LOC107987091",0,0,0,0
"16509","LOC107987094",0,0,0,0
"16510","LOC107987095",56,51,59,41
"16511","LOC107987097",8,12,11,3
"16512",NA,51,63,32,45
"16513","LOC107987099",0,0,0,0
"16514","LOC107987100",7,7,5,3
"16515","LOC107987101",0,0,0,0
"16516","LOC107987102",40,33,21,18
"16517","LOC107987103",0,0,0,0
"16518","LOC107987104",0,1,3,0
"16519","LOC107987105",0,1,1,0
"16520","CT70",4,1,1,1
"16521","LOC107987107",2,1,3,0
"16522","LOC107987108",0,0,0,0
"16523","LOC107987109",0,0,0,0
"16524","LOC107987110",1,1,4,0
"16525","LOC107987111",0,0,0,0
"16526","LOC107987112",0,0,0,0
"16527",NA,74,66,73,45
"16528","LOC107987114",0,0,0,0
"16529","LOC107987115",0,0,0,0
"16530","LOC107987116",4,3,13,9
"16531",NA,0,1,0,0
"16532",NA,13,15,26,11
"16533","LOC107987119",0,0,3,1
"16534","LOC107987120",4,1,3,3
"16535","LOC107987121",0,0,6,3
"16536","LOC107987122",0,0,0,0
"16537","LOC107987123",0,0,1,0
"16538",NA,0,0,0,0
"16539","LOC107987125",1,0,0,0
"16540","LOC107987126",10,10,12,7
"16541","HSPA5-DT",0,1,1,0
"16542",NA,0,0,0,0
"16543","LOC107987129",4,4,15,8
"16544","LOC107987132",1,0,0,0
"16545","LOC107987133",0,0,0,0
"16546","LOC107987134",0,0,1,0
"16547",NA,2069,2086,2265,1722
"16548","LOC107987137",0,0,0,0
"16549","LOC107987138",0,0,0,0
"16550",NA,1,0,1,2
"16551","LOC107987140",2,0,0,1
"16552","CAMSAP1-DT",72,88,131,79
"16553","LOC107987143",0,0,0,0
"16554",NA,0,0,1,1
"16555","LOC107987146",0,0,0,0
"16556",NA,31,42,44,36
"16557",NA,0,0,0,0
"16558",NA,9,6,8,6
"16559","LOC107987151",0,0,2,0
"16560",NA,11,6,8,3
"16561",NA,2,0,1,3
"16562","OOSP4B",0,0,0,0
"16563","LOC107987157",0,0,0,0
"16564",NA,16,26,8,9
"16565","LOC107987160",20,25,77,52
"16566","LOC107987164",0,0,0,0
"16567","LOC107987165",0,0,0,0
"16568","LOC107987166",0,0,0,0
"16569","LOC107987170",0,0,0,0
"16570","LOC107987171",1,1,1,1
"16571",NA,22,16,3,1
"16572",NA,2,1,2,1
"16573",NA,30,33,40,20
"16574","LOC107987176",0,0,0,0
"16575","LOC107987177",0,0,0,0
"16576","LOC107987178",0,0,0,0
"16577","LOC107987180",0,0,0,0
"16578",NA,21,17,35,27
"16579","LOC107987182",0,1,0,0
"16580",NA,3,11,7,2
"16581","LOC107987187",2,1,3,1
"16582","LOC107987189",0,0,0,0
"16583","LOC107987190",0,0,0,0
"16584","LOC107987191",0,0,0,0
"16585","LOC107987192",1,1,0,0
"16586",NA,189,143,689,265
"16587","LOC107987207",0,0,0,0
"16588",NA,0,0,0,0
"16589","LOC107987209",419,369,167,112
"16590",NA,0,0,0,0
"16591",NA,0,0,0,1
"16592","LOC107987218",0,0,0,0
"16593",NA,0,0,0,0
"16594",NA,0,0,1,3
"16595","LOC107987221",1,0,1,0
"16596",NA,21,20,16,9
"16597","LOC107987223",0,0,0,0
"16598","LOC107987224",0,0,0,0
"16599",NA,0,0,0,0
"16600","LOC107987227",0,0,0,0
"16601","LOC107987228",64,72,62,35
"16602",NA,1,0,0,1
"16603","LOC107987234",3,4,3,2
"16604","LOC107987235",0,0,0,0
"16605","LOC107987236",0,0,0,0
"16606",NA,13,9,10,5
"16607",NA,7,9,11,11
"16608","LOC107987240",0,0,0,0
"16609",NA,0,0,0,0
"16610","LOC107987243",0,1,5,4
"16611","LOC107987244",27,32,103,83
"16612","LOC107987245",49,54,53,47
"16613","LOC107987246",0,0,0,0
"16614","LOC107987247",0,0,0,0
"16615",NA,0,0,0,0
"16616",NA,1,0,0,0
"16617",NA,81,63,101,62
"16618",NA,30,40,88,69
"16619",NA,4,4,6,8
"16620",NA,0,1,0,0
"16621",NA,1,2,3,3
"16622",NA,0,0,0,0
"16623",NA,2,6,1,3
"16624","LOC107987262",1,1,1,0
"16625","LOC107987264",75,77,73,64
"16626","LOC107987266",76,75,72,41
"16627",NA,0,0,3,6
"16628","LOC107987269",84,89,177,107
"16629","LOC107987270",0,0,0,0
"16630","LOC107987272",17,16,35,24
"16631",NA,19,22,42,29
"16632","LOC107987280",21,18,34,19
"16633",NA,0,0,0,0
"16634","LOC107987282",0,0,0,0
"16635","LOC107987284",0,0,2,0
"16636",NA,7,7,13,5
"16637","LOC107987288",1,2,3,2
"16638",NA,1,3,7,5
"16639",NA,1,0,0,0
"16640","LOC107987292",1,0,1,1
"16641",NA,139,145,120,115
"16642",NA,147,153,129,124
"16643","LINC02246",64,52,95,71
"16644",NA,0,0,0,0
"16645","LOC107987299",55,66,94,67
"16646","LOC107987300",0,0,0,0
"16647",NA,1,1,1,1
"16648",NA,3,1,4,3
"16649","LOC107987303",0,0,0,0
"16650",NA,12,13,3,4
"16651",NA,2,2,1,1
"16652",NA,2,2,1,1
"16653","LOC107987323",2,2,6,3
"16654",NA,0,0,1,2
"16655","LOC107987325",0,0,0,0
"16656",NA,5,1,1,1
"16657","FAM239C",35,32,99,51
"16658","LOC107987331",0,0,0,0
"16659","LOC107987334",0,0,0,0
"16660","ZFY-AS1",0,0,0,0
"16661","LOC107987338",0,0,0,0
"16662","LOC107987339",0,0,0,0
"16663","LOC107987340",0,0,0,0
"16664","FAM197Y3",0,0,0,0
"16665","LOC107987342",0,0,0,0
"16666","LOC107987343",9,9,20,10
"16667",NA,0,0,0,1
"16668","LOC107987346",0,0,0,0
"16669","LOC107987347",0,0,0,0
"16670","LOC107987348",0,0,0,0
"16671","LOC107987349",0,0,0,0
"16672","LOC107987350",0,0,0,0
"16673","LOC107987352",0,0,0,0
"16674","LOC107987353",0,0,0,0
"16675","LOC107987354",0,0,0,0
"16676","LOC107987355",0,0,0,0
"16677","LOC107987356",0,0,0,0
"16678","LOC107987357",0,0,0,0
"16679","LOC107987359",0,0,0,0
"16680",NA,1,1,12,6
"16681",NA,0,1,3,2
"16682",NA,1,1,0,1
"16683",NA,1,1,1,0
"16684","LOC107987365",7,9,17,12
"16685","LOC107987366",3,4,11,8
"16686","TRN-GTT26-1",0,0,0,0
"16687","TRNAE-UUC",0,0,0,0
"16688","LOC107987370",0,0,0,0
"16689","LOC107987372",7,10,8,7
"16690",NA,323,282,353,229
"16691",NA,1,1,4,4
"16692",NA,0,0,1,1
"16693",NA,0,0,0,0
"16694","LOC107987381",0,0,0,0
"16695","LOC107987382",0,0,0,0
"16696","LOC107987384",1,0,0,0
"16697","LOC107987386",0,0,0,0
"16698",NA,19,17,21,12
"16699","LOC107987389",0,0,0,0
"16700",NA,0,0,0,0
"16701","LOC107987392",18,14,19,14
"16702","LOC107987393",25,21,22,20
"16703","LOC107987394",0,0,0,0
"16704",NA,53,56,93,70
"16705",NA,14,9,16,12
"16706","LOC107987401",3,5,32,22
"16707","TRL-CAA1-1",0,0,2,0
"16708","RPP40",541,509,445,242
"16709","ADCY2",0,0,0,0
"16710","CFTR",0,0,0,1
"16711","CYSLTR1",0,0,0,0
"16712","SEPTIN9",11640,8212,31082,15452
"16713","SEC24A",2557,2395,3070,2096
"16714","CCR9",1,0,0,2
"16715","GJB6",0,0,0,0
"16716","SDCCAG8",133,104,177,88
"16717","ENTR1",1878,1471,1563,1017
"16718","HSPH1",6897,7049,5524,3750
"16719","STARD10",19790,16658,27836,16719
"16720","CGA",5,7,24,6
"16721","WASF3",472,374,456,314
"16722","NOXA1",350,250,667,452
"16723","UTP14A",1194,997,1210,716
"16724","CPLX2",24,8,8,11
"16725","CPLX1",201,129,287,122
"16726","SPINT3",0,0,0,0
"16727","FRS3",64,47,71,41
"16728","FRS2",1633,1649,2476,1729
"16729","OR7E14P",80,75,149,93
"16730","CGB3",0,0,1,1
"16731","OR7E12P",3,2,3,3
"16732","DIAPH2-AS1",1,0,0,0
"16733","NEU3",711,702,1135,705
"16734","FAXDC2",593,548,1462,682
"16735","FAM114A2",352,397,542,367
"16736","ZNF275",549,425,734,371
"16737","CEACAM3",2,0,8,3
"16738","ALDH1L1",2,3,21,13
"16739","FTCD",0,0,8,2
"16740","PPP1R17",0,0,0,1
"16741","TUBGCP2",2579,2411,2581,1804
"16742","CLPX",1867,1746,2215,1232
"16743","PDE10A",9,4,7,6
"16744","SRCAP",5968,5502,5796,4363
"16745","PPP1R13L",944,944,1636,1117
"16746","POLR1G",845,700,536,288
"16747","CCL27",0,1,0,1
"16748","HPSE",65,51,40,20
"16749","RUVBL2",2788,2483,2116,1340
"16750","PGRMC1",3409,3073,2651,1553
"16751","LINP1",3,5,2,4
"16752","CYP46A1",7,8,7,6
"16753","LILRB1",0,0,1,0
"16754","SLC26A1",115,136,218,166
"16755","ADAM28",1,0,0,0
"16756","SLC22A7",0,0,0,0
"16757","ARID5A",93,85,28,23
"16758","HCP5",4,6,13,7
"16759","TSPAN9",627,588,973,573
"16760","USP20",725,726,1164,762
"16761","USP19",1535,1416,1981,1255
"16762","CEACAM7",12,8,45,8
"16763","HCST",1,3,2,5
"16764","CD300C",0,0,1,1
"16765","ME3",0,7,5,5
"16766","NMU",95,71,4,2
"16767","FGL2",0,0,0,0
"16768","EDDM3A",1,2,1,1
"16769","CFHR4",1,2,3,3
"16770","CFHR3",2,1,5,2
"16771","HFE-AS1",8,10,12,5
"16772","DINOL",4,1,39,18
"16773","HSD17B1-AS1",168,164,309,225
"16774","SMR3B",0,0,0,0
"16775","CEACAM8",2,1,7,2
"16776","ACTL7B",0,0,0,0
"16777","ACTL7A",0,0,1,0
"16778","C1QL1",31,36,24,10
"16779","MRPS30",2010,1709,2118,1267
"16780","WDR3",2312,1961,1831,1072
"16781","NPFFR2",0,0,0,0
"16782","GSC-DT",12,5,14,8
"16783","PROKR1",0,0,0,0
"16784","GPR83",3,1,0,2
"16785","CEACAM4",0,0,0,0
"16786","RAB10",5946,5605,9044,5008
"16787","ZNF8-ERVK3-1",771,750,939,543
"16788","PPARGC1A",2,0,6,2
"16789","MALT1",511,598,503,340
"16790","MMP24",10,19,18,9
"16791","LYVE1",0,0,1,0
"16792","ACBD7-DCLRE1CP1",39,42,95,48
"16793","PPBPP2",0,0,0,0
"16794","YIF1A",1385,1170,1739,997
"16795","CPSF4",940,884,929,515
"16796","JTB",4323,3874,4238,2566
"16797","ADCY3",2125,1778,921,545
"16798","RUNDC3A",33,24,48,38
"16799","DHRS4",765,731,1250,796
"16800","BRD8",1549,1578,1248,799
"16801","MTMR11",319,372,533,355
"16802","BLCAP",1012,1032,2164,1391
"16803","MAN1A2",2911,2818,4669,2916
"16804","TRAFD1",1435,1440,3140,1955
"16805","TXNL4A",1715,1663,1518,922
"16806","PNPLA6",1048,1019,1462,1072
"16807","SUGT1",952,954,1042,591
"16808","UTS2",1,0,1,0
"16809","GADD45G",209,173,873,337
"16810","EDAR",1,3,2,1
"16811","MASCRNA",1,1,2,5
"16812","TALAM1",1794,1845,5207,3318
"16813","PAPOLA",7974,7600,8221,5215
"16814","TCERG1",3252,3345,2515,1653
"16815","MAGED2",1806,1894,4586,3130
"16816","BTNL3",0,0,0,0
"16817","EHMT2",2692,2539,1997,1393
"16818","COPS8",938,863,876,598
"16819","RNPS1",7453,6719,5792,3694
"16820","FASTK",2035,1881,2493,1635
"16821","SUB1",2617,2370,2817,1632
"16822","SMPDL3A",343,345,356,256
"16823","DBF4",1323,1250,472,234
"16824","SPIN1",3504,3988,4765,3321
"16825","RALBP1",2590,2570,2920,1795
"16826","ARHGAP27P1-BPTFP1-KPNA2P3",2292,2379,1323,899
"16827","SRSF8",1003,909,1539,847
"16828","APOBEC2",1,5,1,0
"16829","MORF4L1",6380,6592,7540,4644
"16830","PRDX3",4563,4550,4481,3058
"16831","GPR75",34,33,41,31
"16832","EHD1",1366,1394,1868,1360
"16833","AFG3L2",3496,3131,2973,1748
"16834","POP1",828,881,764,554
"16835","UGT2A1",0,0,0,0
"16836","PRSS21",0,0,0,0
"16837","MSL3",573,553,657,471
"16838","C11orf58",3910,3731,4011,2313
"16839","KDELR1",1206,1015,1575,968
"16840","SF3A3",3146,3218,3498,1993
"16841","AP3M2",504,561,625,388
"16842","STARD3",597,542,683,396
"16843","HNRNPA0",7311,6520,8470,4933
"16844","BTG3",0,0,2,0
"16845","ERV3-1-ZNF117",135,162,280,200
"16846","CBX1",5110,5184,3673,2392
"16847","SEC61B",2245,2298,3360,1978
"16848","TOMM34",952,800,990,585
"16849","PDIA5",485,409,718,409
"16850","SERINC3",3351,3224,5586,3160
"16851","OS9",6292,5769,9966,5591
"16852","PNRC1",532,483,2737,1830
"16853","TMED2",11296,10543,10843,6806
"16854","LMAN2",5595,5035,5621,3424
"16855","ERP29",4944,4487,4874,2876
"16856","SNORA50D",0,0,0,0
"16857","SNORA80C",3,0,0,1
"16858","SNORA10B",35,26,25,19
"16859","SNORA11G",0,0,0,0
"16860","SNORA15B-1",2,2,3,1
"16861","SNORA20B",0,0,0,0
"16862","SNORA22B",1,1,1,1
"16863","SNORA22C",0,3,2,0
"16864","SNORA31B",3,3,2,2
"16865","SNORA40B",3,4,2,2
"16866","SNORA40C",0,0,0,0
"16867","SNORA48B",0,0,0,0
"16868","SNORA63C",1,1,0,0
"16869","SNORA63D",0,0,1,1
"16870","SNORA68B",3,2,1,1
"16871","SNORA70J",0,0,0,0
"16872","SNORA74C-1",0,0,0,0
"16873","SNORA74D",1,1,0,0
"16874","SNORA79B",6,1,3,1
"16875","SNORA9B",4,4,5,0
"16876","SNORD31B",0,1,0,0
"16877","SNORD38D",0,0,0,0
"16878","SNORD65B",0,0,0,0
"16879","SNORD65C",0,0,0,0
"16880","SNORD77B",0,0,0,0
"16881","SNORD3F",0,0,0,0
"16882","SNORD3G",0,0,0,0
"16883","SNORD3J",0,0,0,0
"16884","SNORD13F",0,0,3,0
"16885","SNORD13G",0,0,0,0
"16886","SNORD13I",0,0,0,0
"16887","SNORD13C",1,2,2,0
"16888","SNORD13D",0,0,0,0
"16889","SNORD19C",4,7,5,3
"16890","SNORA30B",0,0,0,0
"16891","SNORA70H",0,0,0,0
"16892","SNORA75B",0,0,0,0
"16893","SNORD70B",15,10,3,2
"16894","SNORD3I",0,0,0,0
"16895","SNORA3C",0,0,0,0
"16896","SNORA50B",1,1,0,0
"16897","SNORA80D",0,0,1,0
"16898","SNORA11F",15,26,18,13
"16899","SNORA1B",0,1,1,0
"16900","SNORA21B",4,5,3,4
"16901","SNORA24B",0,0,0,1
"16902","SNORA35B",0,0,0,0
"16903","SNORA41B",0,0,0,0
"16904","SNORA63B",37,28,28,24
"16905","SNORA63E",1,0,3,1
"16906","SNORA70I",0,0,0,0
"16907","SNORA74C-2",0,0,0,0
"16908","SNORA77B",9,11,4,3
"16909","SNORD28B",0,0,0,0
"16910","SNORD53B",0,2,1,0
"16911","SNORD63B",7,5,8,5
"16912","SNORD74B",0,0,0,0
"16913","SNORD3E",0,0,0,0
"16914","SNORD3H",0,0,0,0
"16915","SNORD3K",0,0,0,2
"16916","SNORD13H",1,1,0,1
"16917","SNORD13B-1",1,1,0,0
"16918","SNORD13E",0,0,0,0
"16919","SNORD13B-2",1,1,0,0
"16920","SNORA15B-2",2,3,3,1
"16921","SNORA58B",19,11,17,8
"16922","SNORD38C",0,0,0,0
"16923","SNORD13J",0,0,0,1
"16924","MLLT11",254,296,260,168
"16925","SNORD155",0,0,0,0
"16926","SNORD157",3,8,0,0
"16927","SNORD159",7,8,6,6
"16928","SNORD161",0,0,0,0
"16929","SNORD162",0,0,1,0
"16930","SNORD165",0,0,0,0
"16931","SNORD167",6,3,5,3
"16932","SNORD168",0,0,0,0
"16933","SNORD170",0,0,0,0
"16934","SNORA25B",0,0,0,0
"16935","SNORD138",2,1,1,1
"16936","SNORA113",0,0,0,0
"16937","SNORA116",0,0,0,0
"16938","SNORA117",0,0,0,0
"16939","SNORA119",7,3,11,6
"16940","SNORD147",0,0,0,0
"16941","SNORD148",0,0,0,0
"16942","SNORD150",0,0,0,0
"16943","SNORD151",0,0,0,0
"16944","SNORD175",2,0,6,4
"16945","SNORD158",0,0,0,0
"16946","SNORD172",0,0,0,0
"16947","SNORD145",0,0,0,0
"16948","SNORD152",0,0,0,0
"16949","SNORD154",0,0,0,0
"16950","SNORD156",0,0,0,0
"16951","SNORD160",4,3,1,0
"16952","SNORD163",0,0,0,0
"16953","SNORD166",0,0,0,0
"16954","SNORD169",0,0,0,0
"16955","SNORD173",0,0,1,0
"16956","SNORA112",0,0,0,0
"16957","SNORA115",0,0,0,0
"16958","SNORA118",0,1,0,0
"16959","SNORD146",0,0,1,0
"16960","SNORD149",0,0,0,0
"16961","SNORD153",0,0,0,0
"16962","SNORD164",0,0,0,0
"16963","SNORA114",0,0,0,0
"16964","STIP1",9054,8701,6875,4488
"16965","IFI44L",0,0,0,2
"16966","ACOT2",544,460,690,415
"16967","RAB40B",163,173,561,325
"16968","EBNA1BP2",2959,2779,2579,1653
"16969","CKAP4",2239,1977,2400,1625
"16970","HTD2",291,282,353,206
"16971","YWHAQ",12175,12431,9655,6477
"16972","TMED10",9397,8982,13473,8910
"16973","SNORA120",0,0,0,0
"16974","FAM236C",0,0,0,0
"16975","KRT7-AS",70,57,168,91
"16976","LINC01930",0,0,0,0
"16977","LINC02231",0,0,0,0
"16978","LINC02233",0,0,1,0
"16979","LINC02236",0,0,0,0
"16980","MIR4422HG",0,0,0,0
"16981","MEF2C-AS2",0,0,0,0
"16982","TDRKH-AS1",71,60,214,143
"16983","POC1B-AS1",29,38,50,37
"16984","LNCSRLR",1,1,2,2
"16985","LINC02234",0,0,0,0
"16986","LINC02238",0,0,0,0
"16987","LINC02154",0,0,0,0
"16988","TFAP2A-AS2",125,136,144,92
"16989","MIR4713HG",8,6,19,11
"16990","SNHG26",24,30,11,11
"16991","ZNF710-AS1",86,72,141,71
"16992","DM1-AS",83,60,134,93
"16993","SLC12A5-AS1",108,90,113,70
"16994","ASCC3",5018,4915,10689,6480
"16995","ADIRF",1202,1157,3227,1938
"16996","UQCR11",760,731,1294,867
"16997","CLP1",249,241,329,199
"16998","FERMT2",1708,1913,1582,1145
"16999","COPS6",2514,2475,2978,1887
"17000","RAB32",219,223,268,240
"17001","MAPRE2",85,91,182,112
"17002","CCNI",6158,6175,8911,5248
"17003","KCNQ1OT1",101,156,109,177
"17004","GCN1",11329,9701,10856,7773
"17005","MIR302CHG",64,82,111,68
"17006","RNA45SN4",7317,5960,14107,24915
"17007","RNA28SN4",5865,4550,10830,16295
"17008","RNA18SN4",1171,1201,2974,7754
"17009","RNA5-8SN4",21,23,83,457
"17010","RNA45SN2",7248,5873,14047,24779
"17011","RNA18SN2",1159,1199,2966,7776
"17012","RNA5-8SN2",22,24,83,451
"17013","RNA28SN2",5821,4487,10803,16172
"17014","COPS5",1273,1352,1553,833
"17015","METAP2",4346,4177,4062,2436
"17016","IMMT",5180,4678,5691,3494
"17017","LILRB5",1,0,0,0
"17018","SLC38A3",154,158,74,31
"17019","RNA45SN3",6817,5600,13319,23751
"17020","RNA18SN3",1172,1201,2945,7821
"17021","RNA5-8SN3",23,22,83,458
"17022","RNA28SN3",5387,4217,10090,15084
"17023","SF3B2",8246,7893,7362,4698
"17024","SDS",0,0,1,1
"17025","ILVBL",2177,2035,2017,1311
"17026","PKD1P3-NPIPA1",1448,1249,1416,992
"17027","SLC27A5",241,229,254,138
"17028","SLC27A4",2090,1884,3450,1814
"17029","SLC27A3",1185,1078,945,691
"17030","PKD1P5-LOC105376752",1397,1207,1391,990
"17031","PKD1P4-NPIPA8",1148,966,1083,735
"17032","PPIP5K1P1-CATSPER2",273,281,553,364
"17033","ANKRD20A4-ANKRD20A20P",1,1,1,1
"17034","SLC27A2",344,356,273,186
"17035","KIF2C",3253,3236,168,179
"17036","SPINK5",59,54,102,71
"17037","LILRB4",0,0,0,0
"17038","CCDC85B",1155,926,694,358
"17039","IL24",8,6,10,8
"17040","LOC110091768",0,0,0,1
"17041","CFAP298-TCP10L",347,348,431,254
"17042","LOC110091776",14,17,9,9
"17043","LOC110091777",21,20,31,15
"17044","CHAD",7,10,10,10
"17045","GLIPR1",401,408,402,248
"17046","TLK2",3200,3332,3588,2286
"17047","ZNF765-ZNF761",484,521,558,390
"17048","P3R3URF",0,0,0,0
"17049","P3R3URF-PIK3R3",1187,1315,5313,3789
"17050","KLK11",5,8,11,14
"17051","TMSB15A",15,21,7,3
"17052","KDELR2",7091,6397,7359,4466
"17053","KDELR3",532,450,489,274
"17054","ATF7",752,723,1093,681
"17055","SNRNP27",778,830,765,521
"17056","MIR4527HG",0,0,0,0
"17057","TMED1",679,624,618,405
"17058","LIAS",373,327,318,162
"17059","RCBTB2",71,56,78,56
"17060","IFT27",277,260,456,263
"17061","RAB35",2820,2509,2971,1604
"17062","TDRKH",939,1035,2440,1538
"17063","VAX1",0,0,0,0
"17064","PANCR",0,0,0,0
"17065","LILRA1",0,0,0,0
"17066","LILRB3",1,3,3,7
"17067","LILRA2",0,1,0,0
"17068","CHAT",0,1,0,0
"17069","RBPMS",1678,1697,2028,1717
"17070","RAB31",1586,1861,3589,2775
"17071","ADAP1",542,537,756,467
"17072","DSTN",10549,11025,15103,9396
"17073","RIPK3",0,0,1,1
"17074","ZNF660-ZNF197",83,78,154,93
"17075","GTF2A1L",0,1,0,1
"17076","STON1",45,95,81,112
"17077","GUSBP14",95,102,133,95
"17078","RCC1",3899,3453,2728,1783
"17079","PIM2",300,325,455,323
"17080","B4GAT1",291,306,265,201
"17081","GUSBP15",93,91,130,83
"17082","MID2",928,896,1665,1010
"17083","FLICR",1,1,1,0
"17084","TENT4A",908,938,609,431
"17085","UPK1A",8,9,8,11
"17086","SLC35D2",402,357,889,487
"17087","ADRM1",6168,5477,4815,2821
"17088","CHD1",2496,2358,1836,1253
"17089","NUDT21",5762,5652,3837,2479
"17090","CPSF6",2740,2613,2431,1711
"17091","OGFR",2207,2033,2311,1331
"17092","ZPBP",0,0,0,0
"17093","DDX52",616,598,749,465
"17094","ABHD2",2288,1952,3984,1757
"17095","WWP1",2679,2549,4814,2798
"17096","LY6G6F-LY6G6D",0,0,1,1
"17097","EEF1AKMT4",369,310,339,198
"17098","UC.134",0,0,0,0
"17099","EEF1AKMT4-ECE2",140,137,137,76
"17100","ASDURF",266,249,253,124
"17101","C5-OT1",2,3,2,1
"17102","CHD2",2601,2710,3560,2313
"17103","WWP2",2451,2297,3276,1999
"17104","CNMD",0,1,0,0
"17105","DUS4L",193,206,161,121
"17106","SOX30",0,0,1,0
"17107","CNTRL",475,478,115,62
"17108","UBE2C",3157,3086,162,158
"17109","SNRNP35",585,539,856,468
"17110","DEPP1",3,4,23,8
"17111","CYB561D2",282,254,382,228
"17112","RAPGEF4",15,15,6,7
"17113","CHD3",6190,5773,7030,4527
"17114","TMEM115",497,451,649,429
"17115","DUSP14",460,451,694,429
"17116","TOPBP1",3099,3118,1280,889
"17117","TRIM31",18,14,29,17
"17118","STMN2",0,0,1,0
"17119","TPPP",47,38,51,31
"17120","HSF2BP",10,10,18,8
"17121","TRIOBP",915,913,1362,838
"17122","RER1",1849,1712,2043,1210
"17123","CHD4",12857,12472,11372,8082
"17124","DNAJB4",139,122,144,90
"17125","BTG3-AS1",0,0,0,0
"17126","SLC5A4-AS1",34,45,44,42
"17127","LINC02474",0,0,0,0
"17128","SMIM28",0,0,0,1
"17129","CCDC194",0,0,0,0
"17130","LIF-AS1",1,0,1,0
"17131","LINC02561",0,0,0,1
"17132","LINC02567",0,0,0,0
"17133","MYOCOS",0,0,0,0
"17134","LINC02258",0,0,0,0
"17135","C1orf232",0,1,0,0
"17136","C17orf113",25,21,53,18
"17137","ETDC",0,0,0,0
"17138","FLNC-AS1",0,0,0,0
"17139","LINC02560",0,1,11,6
"17140","SLC25A34-AS1",0,1,2,2
"17141","GPC3-AS1",0,0,0,0
"17142","KERA",0,0,0,0
"17143","ESM1",0,0,0,0
"17144","DIDO1",3829,3552,4050,2787
"17145","CAMTA1-DT",14,17,3,2
"17146","LAMC1-AS1",3,6,3,5
"17147","ADAM30",0,0,0,0
"17148","ADAM29",0,0,2,0
"17149","AKR1C4",5,7,9,5
"17150","WDR5",4264,4003,3083,1924
"17151","SPACA9",71,51,166,92
"17152","ADAMTS13",58,59,225,143
"17153","CACFD1",525,534,898,514
"17154","ADAMTS8",3,0,2,0
"17155","ADAMTS5",0,0,0,0
"17156","NUP42",277,270,241,115
"17157","PRSS23",2202,1943,3815,2769
"17158","PTPN21",447,469,843,602
"17159","ADCY5",1743,817,3206,1287
"17160","HNRNPUL1",9413,9057,7693,4829
"17161","ATE1",932,949,991,619
"17162","RPP14",386,381,453,271
"17163","KRR1",1678,1677,1714,1013
"17164","KATNA1",520,525,379,225
"17165","PRDM7",2,1,2,1
"17166","TPM1-AS",162,184,180,154
"17167","CSNKA2IP",1,0,0,0
"17168","SMIM33",0,0,0,0
"17169","PRDM5",59,60,66,43
"17170","PRDM4",1980,2020,2652,1721
"17171","CFTR-AS1",0,0,0,0
"17172","LINC02155",0,0,0,0
"17173","CXXC5-AS1",16,21,20,13
"17174","LINC02156",0,0,0,0
"17175","LINC02569",3,6,13,11
"17176","LINC02488",0,0,0,0
"17177","MMP24-AS1-EDEM2",160,155,312,207
"17178","CHEK1",1085,1035,396,257
"17179","HIBADH",1313,1234,1622,1009
"17180","CIT",1930,1695,166,121
"17181","CEP43",628,625,537,377
"17182","EMILIN1",43,33,41,30
"17183","BTN3A2",18,17,56,30
"17184","LYNX1-SLURP2",1,2,10,2
"17185","BTN3A1",33,25,58,39
"17186","FOXN3",817,894,834,540
"17187","BTN2A1",299,314,421,319
"17188","KIF26B-AS1",0,0,0,0
"17189","LINC02574",0,0,0,0
"17190","BNC2-AS1",0,0,0,0
"17191","LINC02573",0,0,0,0
"17192","LINC02575",0,0,3,2
"17193","LINC02578",0,0,0,0
"17194","PTPRT",0,0,0,0
"17195","RCAN3",407,401,585,349
"17196","FAF1",1977,1914,1872,1031
"17197","CRYZL2P-SEC16B",8,6,14,12
"17198","CD160",3,2,4,2
"17199","KIF3A",825,857,915,635
"17200","POLR3A",1331,1199,1356,922
"17201","CLASRP",956,908,855,499
"17202","CHGA",25,14,10,21
"17203","ZWINT",2348,2583,269,244
"17204","CAPN11",0,0,1,1
"17205","CAPN10",283,292,347,229
"17206","KPTN",243,206,192,152
"17207","CDC42EP1",1334,944,816,480
"17208","SLC7A9",0,0,4,3
"17209","PWP1",2347,2178,2150,1208
"17210","TBC1D8",579,552,779,369
"17211","CHGB",6,3,13,4
"17212","CDC37",5253,4414,5783,3536
"17213","IL1RAPL1",0,0,0,0
"17214","PKIG",194,171,269,181
"17215","KAT7",1568,1550,1576,988
"17216","DMC1",142,151,9,11
"17217","PLAAT3",184,193,423,228
"17218","GLMN",274,277,254,192
"17219","HHLA3",160,137,212,124
"17220","HHLA2",0,0,0,0
"17221","BVES",0,1,0,2
"17222","CORO1A",418,416,392,255
"17223","WDR45",405,354,814,475
"17224","FICD",167,191,225,156
"17225","AP4S1",206,217,243,134
"17226","LDB3",15,8,72,72
"17227","PTP4A3",162,107,160,97
"17228","LSM6",416,426,271,153
"17229","RABL2B",267,243,474,307
"17230","RABL2A",187,203,387,251
"17231","CHI3L1",3,0,3,1
"17232","ERLIN2",1447,1295,1985,1235
"17233","ERG28",1301,1304,2441,1545
